title,drive_link,class_tag,is_free,search_keywords
Environmental-Science-pyqs-2019-11th.pdf,https://drive.google.com/file/d/1d2uWxDcMBVxAMbbtG_0k5IBP9L91Zm3c/view?usp=drivesdk,11th,no,Environmental
English-pyqs-2025-11th.pdf,https://drive.google.com/file/d/1hYC72S671nCAoDabl983JdT3wqlH_AaK/view?usp=drivesdk,11th,no,English
English-pyqs-2024-11th.pdf,https://drive.google.com/file/d/1-KXnOPqUAPzWRFHaPY7LA9AnZ1ysPOx_/view?usp=drivesdk,11th,no,English
English-pyqs-2023-11th.pdf,https://drive.google.com/file/d/1gVjDgzdshuWGQq9WfWxgl7Z658muwCW5/view?usp=drivesdk,11th,no,English
English-pyqs-2022-11th.pdf,https://drive.google.com/file/d/14Mqk_6wsEIzP6XFoiCzciLjSfSE6ldE0/view?usp=drivesdk,11th,no,English
English-pyqs-2021-11th.pdf,https://drive.google.com/file/d/16QXx6lvIqcMTBZlF0e7qkiRf7W0Evolj/view?usp=drivesdk,11th,no,English
English-pyqs-2020-11th.pdf,https://drive.google.com/file/d/1GmeaAfccEr6WszVgsu5paBqU1xEDgvQI/view?usp=drivesdk,11th,no,English
English-pyqs-2019-11th.pdf,https://drive.google.com/file/d/1t2qWYAxdbv-LceUSTNtEYfa38ug7K-81/view?usp=drivesdk,11th,no,English
English-pyqs-2018-11th.pdf,https://drive.google.com/file/d/1V5uvNuREDcgS1Zd0FGFHJLIQDY-Sqwlr/view?usp=drivesdk,11th,no,English
Economics-pyqs-2025-11th.pdf,https://drive.google.com/file/d/1sA4MaXhAS_m9c_oTt2qU8lL7Bx3PmDyB/view?usp=drivesdk,11th,no,Economics
Economics-pyqs-2024-11th.pdf,https://drive.google.com/file/d/145ESlNvZ-oKIb6gndBrjzLndl9eOlgr5/view?usp=drivesdk,11th,no,Economics
Economics-pyqs-2023-11th.pdf,https://drive.google.com/file/d/1qKn8jlaMs29SJIXv6AkRp0CPCABe4iNM/view?usp=drivesdk,11th,no,Economics
Economics-pyqs-2022-11th.pdf,https://drive.google.com/file/d/1wfxQL7QlPLgCouWvL2EMyGs8-KnQRH-4/view?usp=drivesdk,11th,no,Economics
Economics-pyqs-2020-11th.pdf,https://drive.google.com/file/d/1_AWaQrFfwBcYytgE6IWDjZH4jAr3p0J-/view?usp=drivesdk,11th,no,Economics
Economics-pyqs-2019-11th.pdf,https://drive.google.com/file/d/13to10untiNc05RhwG9qG4nKGm87vx3Wd/view?usp=drivesdk,11th,no,Economics
Computer-Science-pyqs-2025-11th.pdf,https://drive.google.com/file/d/1g1K3FFAAJsOshLtKu31zkkdwYzi8z3au/view?usp=drivesdk,11th,no,Computer
Computer-Science-pyqs-2024-11th.pdf,https://drive.google.com/file/d/1-r_04JEAIw0rzcsHJfgmP6_jCF0STOCM/view?usp=drivesdk,11th,no,Computer
Computer-Science-pyqs-2023-11th.pdf,https://drive.google.com/file/d/1p-oLzM5k-VtFn19CXp99XkvKdwH87lqd/view?usp=drivesdk,11th,no,Computer
Computer-Science-pyqs-2019-11th.pdf,https://drive.google.com/file/d/1KaErFlpH-g3kN_FxnUBh2FtkZwrFD-ZD/view?usp=drivesdk,11th,no,Computer
Chemistry-pyqs-2025-11th.pdf,https://drive.google.com/file/d/1qYuqPbY4xXn4-wBD0eUey_hAp0WP8Fub/view?usp=drivesdk,11th,no,Chemistry
Chemistry-pyqs-2024-11th.pdf,https://drive.google.com/file/d/1eqbnQXmSHczTCTZRq0zsXMEzQuJmzzHq/view?usp=drivesdk,11th,no,Chemistry
Chemistry-pyqs-2023-11th.pdf,https://drive.google.com/file/d/1Y6ZDfX6cr5Ed0kxi5fiiDmGGgo7Hx4c_/view?usp=drivesdk,11th,no,Chemistry
Chemistry-pyqs-2022-11th.pdf,https://drive.google.com/file/d/1h1OO34DOnyKIEMq9smO3xeqwVTqrTiLu/view?usp=drivesdk,11th,no,Chemistry
Chemistry-pyqs-2021-11th.pdf,https://drive.google.com/file/d/1Py58ELhMdqVxjT1PcomCUD9r1DMrRgmT/view?usp=drivesdk,11th,no,Chemistry
Chemistry-pyqs-2020-11th.pdf,https://drive.google.com/file/d/1g31lYMt3yWMWeqZY4VxAPMnbn92_skCD/view?usp=drivesdk,11th,no,Chemistry
Chemistry-pyqs-2019-11th.pdf,https://drive.google.com/file/d/1qHr-LiBfjjNTkXrNIiiHuWL-J7mv_VQK/view?usp=drivesdk,11th,no,Chemistry
Chemistry-pyqs-2018-11th.pdf,https://drive.google.com/file/d/1H3ks_nvXuUi_XgZY_M-T59jf-OMU7uNn/view?usp=drivesdk,11th,no,Chemistry
Business-Studies-pyqs-2025-11th.pdf,https://drive.google.com/file/d/14NS_zeC3QCes1zU8CcngzXN-QUQWpQfh/view?usp=drivesdk,11th,no,Business
Business-Studies-pyqs-2024-11th.pdf,https://drive.google.com/file/d/13QidG0Ti6SYtb8q6oaztwtD_JZQiiH6G/view?usp=drivesdk,11th,no,Business
Business-Studies-pyqs-2023-11th.pdf,https://drive.google.com/file/d/16P2GcTd76j_DwxpHdgKDMD9eBMe0Kts4/view?usp=drivesdk,11th,no,Business
